"Id","Date","Time","Question","Details","Answer","Notes","Entered By","Format","Research","Borrow Return","Technology","Administrative","Other","Ticket #"
"o34537401","2021-02-15","12:41","I need to check out a laptop","","Transferred call to access services","","Brittney Farmer","Telephone","","Borrow Laptop","","","",""
"o34538061","2021-02-15","13:29","Can you fax a document?","","Provided Faxzero.com site to patron","","Brittney Farmer","In Person","","","","Fax Machine","",""
"o34539303","2021-02-15","14:55","How do I Retrieve or pick-up things in collection","","Adam: How do I Retrieve or pick-up things in collection<br />
How do I Retrieve or pick-up things in collection<br />
HI! I hope you<br />
you're having a nice day.<br />
Evelyn Blount: Hello, you will need to contact the Access Services Department. Please give me a moment to get their contact information for you.<br />
Evelyn Blount: You can email the Access Services Department at  circ@ncat.edu or call them via 336.285.4164.","","Evelyn Blount","LibChat","","Borrow Book","","","",""
"o34540938","2021-02-15","16:53","Can you tell me the full name of former (deceased) Architectural Engineering professor 'Stulinski'? re: Class of 1983","","Mark Johnson: Can you tell me the full name of former (deceased) Architectural Engineering professor 'Stulinski'? re: Class of 1983<br />
Can you tell me the full name of former (deceased) Architectural Engineering professor 'Stulinski'? re: Class of 1983<br />
Evelyn Blount: Hello, I will need to direct your question to the Archives &amp; Special Collections Department. If you give me a few minutes I will locate contact information for you.<br />
Mark Johnson: Thank you. I'll leave the search window open.<br />
Evelyn Blount: Here is the Archives &amp; Special Collections Department contact information, email: libraryarchives@ncat.edu or call336.285.4176.","","Evelyn Blount","LibChat","Archives/Yearbook","","","","",""
"o34540946","2021-02-15","16:54","I am doing a project on the History of the college and I was wondering who founded the college","","Layla Jones: I am doing a project on the History of the college and I was wondering who founded the college<br />
I am doing a project on the history of the school and was wondering who founded the school<br />
Evelyn Blount: Hello, I am going to direct you to the Archives &amp; Special Collections Department. Please give me a moment to get contact information for you.<br />
Here is the Archives &amp; Special Collections Department contact information, email: libraryarchives@ncat.edu or call 336.285.4176.","","Evelyn Blount","LibChat","Archives/Yearbook","","","","",""
"o34541262","2021-02-15","17:24","I need to find the names of people named after building at A&amp;T","","Kwinzelle palmer: I need to find the names of people named after building at A&amp;T<br />
hey<br />
Evelyn Blount: Hello, I am going to direct your question to  the Archives &amp; Special Collections Department. Here is their contact information for the  Archives &amp; Special Collections Department, email: libraryarchives@ncat.edu or call 336.285.4176.","","Evelyn Blount","LibChat","Archives/Yearbook","","","","",""
"o34541980","2021-02-15","18:55","Do you offer laptops for loan?  Can I use it away from Bluford Library?","","Yes we do. Please bring your Aggie one card/number and proceed to the Circulation desk to request a laptop.","","Joanie Chavis","Telephone","","Borrow Laptop","","","",""
"o34541985","2021-02-15","18:56","Am I allowed to print in the library? What is the cost?","","Yes, you can print in the library and the cost is free.","","Joanie Chavis","Telephone","","","Printers","","",""
"o34542065","2021-02-15","19:10","You have a request for quote via WeTransfer","","<p>[Status changed to <em>Closed</em>.]</p>","","Joanie Chavis","E-Mail","","","","","SPAM","6830314"
"o34543449","2021-02-16","08:36","Good morning. can I borrow a windows laptop? I need to keep it for about 2 or 3 weeks if is possible","","Ali: Good morning. can I borrow a windows laptop? I need to keep it for about 2 or 3 weeks if is possible<br />
David Rachlin: Hello Ali, A&amp;T Students are able to borrow laptops.  Are you living on campus, or off campus?<br />
Ali: I live off campus<br />
David Rachlin: Do you live in Greensboro or nearby?<br />
Ali: yes<br />
David Rachlin: Come in to the library to the Access Services desk on the main level.  Bring your Aggie OneID, and they can take care of lending you a laptop.<br />
Ali: I was reading the description on the website. It mentions that it is available on a first come first served basis. do you usually have them available? I can come today around 10:30<br />
Also for how long can I keep it?<br />
David Rachlin: I don't work in that department, so I honestly don't know the answer to either of those questions.<br />
You can call Access Services and speak to them directly.<br />
Ali: Alright. thank you so much for your help<br />
have a great day<br />
David Rachlin: You're welcome, you have a great day as well!","","David Rachlin","LibChat","","Borrow Laptop","","","",""
"o34544692","2021-02-16","10:15","","","","","E.F. Moore","In Person","","","Scanner","","",""
"o34544713","2021-02-16","10:16","","","","","E.F. Moore","In Person","","","Printers","","",""
"o34544739","2021-02-16","10:17","Is there a scanner in here?","","Yes, but it is currently out of order","","MyKia Kallie","In Person","","","Scanner","","",""
"o34544802","2021-02-16","10:20","I need to  know the top magazines that we have here at NCAT to do research on the College of Business and Economics so that I can look up any achievem","","Jeanene Milanak: I need to  know the top magazines that we have here at NCAT to do research on the College of Business and Economics so that I can look up any achievements regarding the faculty, students or staff.  Can you give me the names of the publications and where I can go to look at what is in each of them?<br />
I need to know the top magazines that we have here at NCAT to do research on the College of Business and Economics so that I can look up any achievements regarding the faculty, students or staff. Can you give me the names of the publications and where I can go to look at what is in each of them?<br />
Carlos Grooms: Hello! Thank you for using Bluford Library Chat service! I'm going to take just a minute to review your question.<br />
Jeanene Milanak: Ok. I know of one: North Carolina A &amp; T Magazine.<br />
I remember I used to go to a page online on our site and each magazine was listed. All I had to do was click on it and I could look at the articles and copy and/or print. But...its been a while and I forgot where I went.<br />
Carlos Grooms: One moment please, I will be right with you.<br />
Jeanene Milanak: ok thank you.<br />
Carlos Grooms: Hey Jeanene, thank you for waiting. I have a few options for you. First I have a link to our libguides, we have a section for Business and Economics. It is organized source material for Business and Economics. https://libguides.library.ncat.edu/ <br />
Also, under our Aggiegold search engine, you and perform a search and filter magazines only. You will have a list of e-journals and magazines. Please see the link for search results https://ncat.on.worldcat.org/search?sortKey=LIBRARY&amp;databaseList=&amp;queryString=business+and+economics+&amp;changedFacet=format&amp;overrideStickyFacetDefault=&amp;selectSortKey=LIBRARY&amp;overrideGroupVariant=&amp;overrideGroupVariantValue=&amp;scope=&amp;format=Jrnl&amp;subformat=Jrnl%3A%3Ajrnl_digital&amp;year=all&amp;yearFrom=&amp;yearTo=&amp;author=all&amp;topic=all&amp;database=all&amp;language=all","","Carlos Grooms","LibChat","Find Journal","","","","",""
"o34544872","2021-02-16","10:24","I need to know the top magazines that we have here at NCAT to do research on the College of Business and Economics so that I can look up any achieveme","","Jeanene Milanak: I need to know the top magazines that we have here at NCAT to do research on the College of Business and Economics so that I can look up any achievements regarding the faculty, students or staff. Can you give me the names of the publications and where I can go to look at what is in each of them?<br />
I need to know the top magazines that we have here at NCAT to do research on the College of Business and Economics so that I can look up any achievements regarding the faculty, students or staff. Can you give me the names of the publications and where I can go to look at what is in each of them?<br />
Harvey Long: Good morning! <br />
Jeanene Milanak: Hey Harvey! I hope you are having a good day!<br />
Harvey Long: Are you referring to NC A&T faculty, students and staff? <br />
Jeanene Milanak: Yes, and specifically to the Deese College of Business and Economics<br />
I just found it....<br />
https://www.ncat.edu/about/leadership/chancellor/university-relations/publications/university-publications-archives.php<br />
I will look in these areas unless you can think of any others to add to the list?<br />
Harvey Long: I would also consider ProQuest.<br />
Jeanene Milanak: Thank you. I noticed that some of the publications on that page, have not published anything in a while...<br />
Harvey Long: Also an AggieGold search.<br />
Jeanene Milanak: I need to grab from anywhere I can get information. I am trying to grab data for my Associate Deans Annual Report.<br />
Harvey Long: I'm currently conducting a quick search...<br />
Jeanene Milanak: Now, do I just access our site or do I have to go on an outside browser to get these publications to come up<br />
Harvey Long: to see if I can find any additional resources. <br />
Jeanene Milanak: or...I guess they are in the Bluford Library database?<br />
Harvey Long: library.ncat.edu <br />
Jeanene Milanak: Awesome! Thank you so much!!<br />
Harvey Long: https://ncat.on.worldcat.org/search?queryString=%22willie+a.+deese+college+of+business+and+economics%22<br />
https://www.google.com/search?q=willie+a.+deese+college+of+business+and+economics&sxsrf=ALeKk00Q0ShPN3O6j0bgvxDb2ZtMhV8aWg:1613488608289&source=lnms&tbm=nws&sa=X&ved=2ahUKEwjrg-K62e7uAhUZbc0KHfGuBP0Q_AUoAnoECAwQBA&biw=1792&bih=906<br />
Jeanene Milanak: Thank you!!<br />
Harvey Long: Please let us know if you have any more questions. ","","Harvey Long","LibChat","Find Journal","","","","",""
"o34545629","2021-02-16","11:04","Do you have images of John D. Wray and the Neil A. Bailey?","","We have a portrait of John D. Wray and his wife Annie. There is no known image of Neil A. Bailey, but we do have his name in the old A&amp;T college bulletins as a farm demonstrator.","","James Stewart","Telephone","Archives/Yearbook","","","","",""
"o34546311","2021-02-16","11:37","Do we subscribe to Cabells journal ranking service?","","Joe: Do we subscribe to Cabells journal ranking service?<br />
David Rachlin: Hello Joe.  I'm not sure, let me check for you.<br />
We do not appear to subscribe to Cabell's.  We have journal ranking metrics in Scopus &amp; Web of Science.<br />
You might want to contact Tiffany Russell.  She is a librarian on our scholarly communications committee and she specializes in research impact.  She can tell you more about journal rankings and how to assess where to publish.<br />
trussell@ncat.edu","","David Rachlin","LibChat","Choose Database","","","","",""
"o34546835","2021-02-16","12:04","What did marget tunes do","","Terri Hines: What did marget tunes do<br /><br />
Harvey Long: Good afternoon. I'm not sure I understand your question. Could you tell me more? ","","Harvey Long","LibChat","","","","","SPAM",""
"o34549417","2021-02-16","13:57","Hello I need admin username and password to download an application to the library laptop","","Please contact CTS for technical assistance for rental laptops<br />
336-335-7195","","Carlos Grooms","LibChat","","Borrow Laptop","","","",""
"o34549461","2021-02-16","13:59","Do you have a scanner","","Our scanner is down. The student union will have a scanner. Or you can explore using apps on your phone","","Carlos Grooms","In Person","","","Scanner","","",""
"o34551750","2021-02-16","15:43","Do you have the admin password so I can download respondus lockdown browser","","CTS can assist you with this issue","","Carlos Grooms","Telephone","","","Refer to CTS","","",""
"o34551754","2021-02-16","15:43","Is there any way i can get a recording of today's workshop on citations?","","<p>Hi Ashley,</p>

<p>Do you remember the name of the person who gave a workshop on citations today so that I can give you their contact information?</p>","","Evelyn Blount","LibAnswers System","Citations","","","","","6837252"
"o34551847","2021-02-16","15:47","Does the library still have copies of Rosenthal's Encyclopedia of Counseling?","","Patricia Bethea Whitfield: Does the library still have copies of Rosenthal's Encyclopedia of Counseling?<br />
Evelyn Blount: Hello! Thank you for using Bluford Library Chat service! I'm going to take just a minute to review your question.<br />
Patricia Bethea Whitfield: Hi Evelyn...hope you are well.<br />
Evelyn Blount: Hi Dr. Whitfield, please give me a few minutes to check our online catalog.<br />
Patricia Bethea Whitfield: Evelyn, I have to step away.  Please let me know what you find out.  There used to be copies in the library but I did not see it in my search.  Counseling students use this book for review so I want to be able to tell them they can access it in the library without having to buy it.  I will check back for your response later.  Thanks.<br />
Evelyn Blount: The only one I see in our online catalog is this older edition: Encyclopedia<br />
 of counseling : master review and tutorial for the National Counselor <br />
Examination, state counseling exams, and the Counselor Preparation <br />
Comprehensive Examinationby Howard Rosenthal 1952-Format:Print BookPublication year:©2008In<br />
 the third edition of Howard Rosenthal's best-seling test preparation <br />
guide for the National Counselor Examination (NCE), students get more <br />
help than ever with an expanded section on marriage and family <br />
counseling, new material on web counseling, and updated material <br />
throughout. This resource now includes 1,050 turorial questions and a <br />
new ""Final Review and Last Minute Super Review Boot Camp"" section. This <br />
guide is an ideal review tool for state licensing, the NCC credential, <br />
and written and oral boards. And because the new Counselor Preparation <br />
Comprehensive Examination (CPCE) draws from the same subject areas, the <br />
Encyclopedia is a perfect study guide for the CPCE as well. Written in a<br />
 unique question/answer format, with a quick reference index, this is an<br />
 essential student reference volume for use in any counseling, social <br />
work, or human services course. -- Back cover.In<br />
 the third edition of Howard Rosenthal's best-seling test preparation <br />
guide for the National Counselor Examination (NCE), students get more <br />
help than ever with an expanded section on m… Read MoreHeld by North Carolina A&amp;T State UniversityAvailableF.D. Bluford Library Reference - 1st FloorBF637.C6 .R6734 2008More local formats: Older Print Book<br />
Dr. Whitfield is there another source other than the one I just sent you?","","Evelyn Blount","LibChat","Find Book","","","","",""
"o34552097","2021-02-16","15:58","Is there any way i can get a recording of today's workshop on citations?","","<p>Ashley,</p>

<p>Thanks so much for your reply. Here is the contact information for John Teleha. He teaches the Endnote classes:teleha@ncat.edu. Also, I am copying him on this email. I hope this information is helpful.</p>

<p>Evelyn Blount/F.D. Bluford Library</p>","","Evelyn Blount","LibAnswers System","Citations","","","","","6837252"
"o34552930","2021-02-16","16:38","study room?","","We are not reserving study rooms at this time, but traffic in the library is very low and there are lots of quiet places where one can do an interview without disturbing anyone else.","","David Rachlin","Telephone","","","","Study Room","",""
"o34553417","2021-02-16","16:58","log out?","","student needed assistance logging out of a Mac.","","David Rachlin","In Person","","","Computer Logon/off","","",""
"o34554496","2021-02-16","17:55","Hi can you help me find a database for my psychology research paper","","Amina: Hi can you help me find a database for my psychology research paper<br />
E.F. Moore: What is your topic?<br />
Here is the link for the psychology libguide. Click on the databases link.   https://libguides.library.ncat.edu/psychology","","E.F. Moore","LibChat","Choose Database","","","","",""
"o34555748","2021-02-16","19:34","Does the library still have copies of Rosenthal's Encyclopedia of Counseling?","","[Status changed to Closed.]","","David Rachlin","LibAnswers System","Find Book","","","","","6839324"
"o34556624","2021-02-16","21:29","","","","","Dwain Young","In Person","","","Printers","","",""
"o34556628","2021-02-16","21:30","","","","","Dwain Young","In Person","","","Printers","","",""
"o34558224","2021-02-17","09:40","","","","","E.F. Moore","In Person","","","","Office Supplies","",""
"o34559046","2021-02-17","10:33","Good morning I was wondering do your computers have Respondus Lockdown to take tests?","","Alexandria: Good morning <br />
I was wondering do your computers have Respondus Lockdown to take tests?<br />
Okay.<br />
David Rachlin: Hi Alexandria.  Yes, the PCs in the library all have Respondus.  If you need to borrow a laptop, we can make sure it has Respondus as well.<br />
Alexandria: Okay thank you. And the library still closes at 10pm today, correct?<br />
David Rachlin: That is correct.  We are expecting a serious ice storm in Greensboro though, so you should come in ASAP in the event that the university should lose power for any reason.<br />
Alexandria: Okay thank you for the information. I do plan on being there soon.<br />
David Rachlin: Great! Is there anything else I can help you with?<br />
Alexandria: No thank you. I appreciate your assistance.<br />
David Rachlin: You're most welcome.  Have a great day and stay safe!","","David Rachlin","LibChat","","","Respondus Lockdown","","",""
"o34559590","2021-02-17","11:04","","","","","E.F. Moore","Telephone","","","MS Office","","",""
"o34560108","2021-02-17","11:31","","","","","E.F. Moore","In Person","Find Book","","","","",""
"o34560114","2021-02-17","11:31","","","","","E.F. Moore","Telephone","","Borrow Laptop","","","",""
"o34560124","2021-02-17","11:32","","","","","E.F. Moore","In Person","","","Printers","","",""
"o34560683","2021-02-17","11:56","What time does the library close today?","","Airon: What time does the library close today?<br />
David Rachlin: Hello.  The library is open until 10pm today.<br />
Airon: Okay thank you very much<br />
David Rachlin: Due to forecast inclement weather and heavy ice, I recommend you come in as early as possible.<br />
Airon: Okay will do. Thanks for the heads up!<br />
David Rachlin: Thank you for using Bluford Library Chat service. Please come back any time you need library assistance.","","David Rachlin","LibChat","","","","Hours of Operation","",""
"o34561164","2021-02-17","12:20","","","","","E.F. Moore","In Person","","","Printers","","",""
"o34565229","2021-02-17","15:27","Hello, How can I find google scholar to download scientific articles?","","<p>Hello Ajaya,</p><br />
<br />
<p>Google Scholar is available at scholar.google.com.</p><br />
<br />
<p>What sort of articles are you looking for?  I suspect that the databases for which we pay to have access will have many more articles of better quality than what Google Scholar will find you.</p>","","David Rachlin","LibAnswers System","Choose Database","","","","","6845517"
"o34565672","2021-02-17","15:47","Hello, How can I find google scholar to download scientific articles?","","<p>Hi Ajaya,</p>

<p>I would recommend you take a look at Science Direct which you can access from the library homepage database list.</p>

<p>You'll want to be more specific than just genetics though, or you'll get millions of results.</p>

<p>If you need further assistance, I'd recommend coming in to the library and speaking with a librarian to learn more about search tactics.+</p>","","David Rachlin","LibAnswers System","Choose Database","","","","","6845517"
"o34569015","2021-02-17","18:29","What time does the library close today?","","Mani: What time does the library close today?<br />
Anna White: Hi Mani, the library closes at 10:00 p.m. tonight.<br />
Can I assist you with anything further?<br />
Mani: No ma’am. Thank you<br />
Anna White: You're welcome, have a great night.","","Anna White","LibChat","","","","Hours of Operation","",""
"o34569331","2021-02-17","18:49","I would like to know where on the website I can look for articles for my research paper","","rebekah: I would like to know where on the website I can look for articles for my research paper<br />
<br />
thank you","","Anna White","LibChat","Find Article","","","","",""
"o34569516","2021-02-17","18:52","Hello. I would like to know where I can look for articles for my research paper please.","","rebekah: Hello. I would like to know where I can look for articles for my research paper please.<br />
thank you<br />
Anna White: Hi Rebekah, if you go to the library's webpage: www.library.ncat.edu you should see a text box that says ""Aggie Gold Search"".  You can search the library's catalog with this search box to find articles for your paper.<br />
rebekah: Thank you!<br />
Anna White: After you hit ""Search"" on the webpage, you should be able to narrow your results in a column on the lefthand side of your results.  YOu should select the NC A&amp;T State University box to make sure the item is something we have access to.<br />
ProQuest and Academic Search Complete are also good databases you can use to locate articles.  Links to these databases are located under the Aggie Gold Search box<br />
Please let me know if you need any further assistance.","","Anna White","LibChat","Find Article","","","","",""
"o34571247","2021-02-17","21:00","Hello,I wonder if NCA&amp;T has a license to the SPSS software. If so, how can I download it for my laptop as a faculty member.Thanks,Sayed","","Sayed Mostafa: Hello,<br />
<br />
I wonder if NCA&amp;T has a license to the SPSS software. If so, how can I download it for my laptop as a faculty member.<br />
<br />
Thanks,<br />
Sayed<br />
Anna White: Hi Sayed, to get a copy for your personal computer, you would have to check with Client Technology Services.  They can be reached at (336) 334-7195 or helpdesk@ncat.edu.<br />
They also have walk-in hours usually, however, tomorrow the library building will be closed all day due to the incoming winter storm.<br />
Additional information on Client Technology Services can be found here: https://hub.ncat.edu/administration/its/client-technology-services.php<br />
Is there anything else I can to do assist you this evening?<br />
Sayed Mostafa: Great. Thank you very much. This is helpful.<br />
Have a good night.<br />
Anna White: Thank you, you too!","","Anna White","LibChat","","","Refer to CTS","","",""
"o34571412","2021-02-17","21:51","Hi, Do you know who is going to be the speaker at the banquet this year ?","","Janaisia: Hi, Do you know who is going to be the speaker at the banquet this year ?<br />
Anna White: Hi Janaisia, I think I need a little more information.  Which banquet are you referring to?<br />
Janaisia: Honestly idk. My teacher didn't give anymore info. But the questions was based off engineering week<br />
Anna White: Okay just a moment I think I saw something about Engineering<br />
Janaisia: ok<br />
Anna White: I found this: https://www.ncat.edu/coe/college-and-department-events/engineers-week.php<br />
But it doesn't say who the speakers are.  Since the banquet is an invite-only event, the speakers may be listed or linked in the email invitation<br />
It is sponsored by Oracle if that helps!<br />
Janaisia: I found it, imma amuse its the banquet on Wednesday. but thank you &lt;3<br />
Anna White: You're welcome, have a good night!<br />
Janaisia: you too.","","Anna White","LibChat","","","","","Other Information",""
"o34571472","2021-02-17","22:07","I am interested in the orgin of A&amp;T","","karen: I am interested in the orgin of A&amp;T<br />
Anna White: Hey Karen, you can learn more about A&amp;T history here: http://www.library.ncat.edu/resources/archives/history.html<br />
Is there anything else I can assist you with this evening?","","Anna White","LibChat","","","","","Other Information",""
"o34572017","2021-02-18","08:36","Hello, How can I find google scholar to download scientific articles?","","What is the title of the article you are looking for?<br />
<br />
I can try to find it for you.","","David Rachlin","LibAnswers System","Find Article","","","","","6845517"
"o34575145","2021-02-18","12:21","rtg","","fgd: rtg","","David Rachlin","LibChat","","","","","SPAM",""
"o34576542","2021-02-18","13:29","are all the people from the greensboro sit-ins alive in the present","","kia: are all the people from the greensboro sit-ins alive in the present<br />
David Rachlin: Hello.<br />
Of the original four protesters (The A&amp;T Four) two are still alive.<br />
kia: okay6 t5hank y6ou t5hat5 is all<br />
David Rachlin: Franklin McCain died in 2014, and David Richmond died in 1990.<br />
The second day of the Greensboro Sit In had more than 20 participants, and their names are not generally known.<br />
On the third day, there were more than 60 people involved in the protest.","","David Rachlin","LibChat","Archives/Yearbook","","","","",""
"o34577495","2021-02-18","14:13","Hello. I borrowed a laptop from library a few days ago. the laptop is brand new but it seems sound drivers are not installed on it. what should I do? ","","Ali: Hello. I borrowed a laptop from library a few days ago. the laptop is brand new but it seems sound drivers are not installed on it. what should I do? I live off campus<br />
Evelyn Blount: Hello! Thank you for using Bluford Library Chat service! I'm going to take just a minute to review your question.<br />
You will need to contact the Access Services Department. Their contact information is  circ@ncat.edu or call 336.285.4164. If you call and do not get an answer, please leave them a message.<br />
Ali: thanks","","Evelyn Blount","LibChat","","Borrow Laptop","","","",""
"o34577563","2021-02-18","14:17","Do you guys have Wings Of Fire books?","","Madi: Do you guys have Wings Of Fire books?<br />
Evelyn Blount: Hello! Thank you for using Bluford Library Chat service! I'm going to take just a minute to review your question.<br />
What is the exact book title you are trying to locate?<br />
Madi: Wings of Fire<br />
Evelyn Blount: Please give me a moment to check our online catalog.<br />
Madi: did u chec?<br />
k","","Evelyn Blount","LibChat","Find Book","","","","",""
"o34577943","2021-02-18","14:36","Hello, How can I find google scholar to download scientific articles?","","[Status changed to Closed.]","","David Rachlin","LibAnswers System","Find Article","","","","","6845517"
"o34578521","2021-02-18","15:00","do you have bts books","","im cool: do you have bts books<br />
actually nvm<br />
Evelyn Blount: Hello! Thank you for using Bluford Library Chat service! I'm going to take just a minute to review your question.<br />
Please give the name of the book you are trying to locate.","","Evelyn Blount","LibChat","Find Book","","","","",""
"o34578537","2021-02-18","15:00","what event did David Richmond, Franklin McCain, Jibred Khazan, and Joseph McNiel go through together?","","aiden: what event did David Richmond, Franklin McCain, Jibred Khazan, and Joseph McNiel go through together?<br />
Evelyn Blount: Hello! Thank you for using Bluford Library Chat service! I'm going to take just a minute to review your question.<br />
aiden: okokokokokok<br />
ty<br />
Evelyn Blount: You will need to contact the Archives &amp; Special Collections Department. Their contact information is libraryarchives@ncat.edu or call 336.285.4176. If you call and do not get an answer, please leave them a message.","","Evelyn Blount","LibChat","Archives/Yearbook","","","","",""
"o34578553","2021-02-18","15:01","do you have bts books","","im cool: do you have bts books<br />
actually nvm<br />
Evelyn Blount: Hello! Thank you for using Bluford Library Chat service! I'm going to take just a minute to review your question.<br />
Please give the name of the book you are trying to locate.","","Evelyn Blount","LibChat","","Borrow Book","","","",""
"o34578880","2021-02-18","15:12","Are there historical documentation on the names of the streets and buildings on campus","","will: Are there historical documentation on the names of the streets and buildings on campus<br />
Evelyn Blount: Hello! Thank you for using Bluford Library Chat service! I'm going to take just a minute to review your question.<br />
Evelyn Blount: Yes, you will need to contact the Archives &amp; Special Collections Department. Their contact information is libraryarchives@ncat.edu or call 336.285.4176. If you call and do not get an answer, please leave them a message.","","Evelyn Blount","LibChat","Archives/Yearbook","","","","",""
"o34578931","2021-02-18","15:15","is there anywhere i can find information about the history about the names of these streets","","will: is there anywhere i can find information about the history about the names of these streets<br />
thanks<br />
Evelyn Blount: I just sent you some information.<br />
Yes, you will need to contact the Archives &amp; Special Collections Department. Their contact information is libraryarchives@ncat.edu or call 336.285.4176. If you call and do not get an answer, please leave them a message.","","Evelyn Blount","LibChat","Archives/Yearbook","","","","",""
"o34579045","2021-02-18","15:21","Hi, is the library open?","","Manuela: Hi, is the library open?<br />
Evelyn Blount: Hello! Thank you for using Bluford Library Chat service! I'm going to take just a minute to review your question.<br />
No, the library is closed today.<br />
Manuela: Thank you!!<br />
Evelyn Blount: You are welcome!","","Evelyn Blount","LibChat","","","","Hours of Operation","",""
"o34579187","2021-02-18","15:28","Hello! Is there a way that I can have access to files (concerning the news) all the way back to the '90s ?","","Dorian: Hello! Is there a way that I can have access to files (concerning the news) all the way back to the '90s ?<br />
Evelyn Blount: Hello! Thank you for using Bluford Library Chat service! I'm going to take just a minute to review your question.<br />
Yes, you will need to contact the Archives &amp; Special Collections Department. Their contact information is libraryarchives@ncat.edu or call 336.285.4176. If you call and do not get an answer, please leave them a message.","","Evelyn Blount","LibChat","Archives/Yearbook","","","","",""
"o34579440","2021-02-18","15:39","No message from caller (828) 447-2392.","","No message from caller (828) 447-2392.<br /><br />
Evelyn Blount","","Evelyn Blount","Voicemail","","","","","Hang up / No answer",""
"o34579512","2021-02-18","15:42","(Second call) No message from caller (828) 447-2392.","","(Second call) No message from caller (828) 447-2392.<br /><br />
Evelyn Blount","","Evelyn Blount","Voicemail","","","","","Hang up / No answer",""
"o34579712","2021-02-18","15:53","Student borrowed laptop from the library and called to say that he could not log on to use the laptop. (336) 392-4090.","","Student contacted LibChat and received an answer to his question.<br />
Evelyn Blount","","Evelyn Blount","Voicemail","","","","","Hang up / No answer",""
"o34579854","2021-02-18","15:59","Student wanted to know if there were any meeting spaces in the library.  (984) 227-1445.","","Returned student's call and could not leave message, mailbox full.<br />
Evelyn Blount","","Evelyn Blount","Voicemail","","","","Study Room","",""
"o34584328","2021-02-18","21:56","Research Assistance","","<p>Hi Morris,</p>

<p>I will forward your contact information onto Franklin Robinson.  Please let me know if I can assist you with anything further.</p>

<p> </p>

<p>Thank you,</p>

<p>Anna W.<br />
F. D. Bluford Library</p>","","Anna White","LibAnswers System","Instruction Request","","","","","6856372"
"o34592079","2021-02-19","15:44","Student wanted to know how to access an eAudiobook online. (910) 625-7155.","","Returned student's call and it was determined that the eAudiobook was not available via Bluford Library.<br />
Evelyn Blount","","Evelyn Blount","Voicemail","Find E-Book","","","","",""
"o34592879","2021-02-19","16:24","I'm looking for two political science textbooks?","","What is the name of the textbooks you are looking for?","","Carlos Grooms","LibChat","","Reserves Book","","","",""
"o34592893","2021-02-19","16:24","I need help with photoshop?","","","","Carlos Grooms","In Person","","","Blackboard","","",""
"o34592900","2021-02-19","16:24","Do you have paper","","Yes","","Carlos Grooms","In Person","","","","Office Supplies","",""
"o34593777","2021-02-19","17:04","I need help finding an article.","","Harvey Long: I need help finding an article.<br />
I was just demonstrating chat for a video. Thanks. Enjoy the weekend. Harvey<br />
Evelyn Blount: Thanks for letting me know.","","Evelyn Blount","LibChat","","","","","Other Information",""
"o34593942","2021-02-19","17:13","","Phyllis Cunningham wanted to know if the Archives and Special Collections Department could help her locate information on a deceased alumnus. (240) 476-3136.","Returned Phyllis Cunningham's call and gave her contact information for the Archives &amp; Special Collections Department.<br /><br />
Evelyn Blount","","Evelyn Blount","Voicemail","Archives/Yearbook","","","","",""
"o34594180","2021-02-19","17:26","I am having trouble printing a document from blackboard","","The document would not print from blackboard, we had to download and print from an application","","Carlos Grooms","In Person","","","Printers","","",""
"o34595074","2021-02-19","18:30","I need assistance locating a magazine? YM","","Search database for YM magazine? States Bluford is a Holder, but we do not have physical or electronic copies.","","Carlos Grooms","In Person","Find Journal","","","","",""
"o34595089","2021-02-19","18:31","I need assistance locating a reserve book","","What is the name of the textbook? You will need to he call number. And I can direct you to access services.","","Carlos Grooms","In Person","","Reserves Book","","","",""
"o34601753","2021-02-21","13:33","Gucci Mane, 2 Chainz + Carpe Diem Day Party Coming NBA All Star Weekend in ATL","","<p>[Status changed to <em>Closed</em>.]</p>","","Anna White","LibAnswers System","","","","","SPAM","6867723"
"o34601759","2021-02-21","13:35","How can I access previous dissertations from NC A &amp; T University students?","","<p>Good afternoon Shunta,</p>

<p>You can access A&amp;T student dissertations here: https://digital.library.ncat.edu/dissertations/</p>

<p>Please let me know if I can assist you with anything further.</p>

<p> </p>

<p>Thank you,</p>

<p>Anna</p>","","Anna White","LibAnswers System","Find Thesis/Dissertation","","","","","6868788"
"o34601786","2021-02-21","13:42","How can I access previous dissertations from NC A &amp; T University students?","","[Status changed to Closed.]","","Anna White","LibAnswers System","Find Thesis/Dissertation","","","","","6868788"
"o34601788","2021-02-21","13:43","How can I access previous dissertations from NC A &amp; T University students?","","","","Anna White","In Person","Archives/Yearbook","","","","",""
"o34601913","2021-02-21","14:04","2021 NBA All Star Guide For Atlanta","","<p>[Status changed to <em>Closed</em>.]</p>","","Anna White","LibAnswers System","","","","","SPAM","6869423"
"o34602124","2021-02-21","14:36","Hii was wondering if ncat provide grammerly software to check our work","","Mansi: Hi<br />
i was wondering if ncat provide grammerly software to check our work<br />
Anna White: Hi Mansi, NCA&amp;T does not provide the Grammarly software, however there is a free version you can download through the Grammarly website.<br />
Do you have any additional questions?<br />
Anna White: Thank you for using Bluford Library Chat service. Please come back any time you need library assistance.","","Anna White","LibChat","","","","","Other Information",""
"o34602362","2021-02-21","15:12","office  supplies","","pencil","","Tenia McDow","In Person","","","","Office Supplies","",""
